Age,Income,Co_Applicant_Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Years_with_Employer,Existing_EMI,Monthly_Expenses,Num_Credit_Cards,Late_Payments,Has_Defaulted_Before,Collateral_Available,Avg_Balance_Last_6M,Num_Hard_Inquiries_Last_6M,Total_Income,DTI_Ratio,LTV_Ratio,Approved,Loan_Purpose_Auto,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Personal
36,153554,2,322,470162,2,1,1,33756,37626,0,0,1,0,98012,3,173554,0.1944985422404554,4.796935100445859,0,False,False,True,False
6,44442,1,659,653986,2,1,0,29777,69789,6,2,0,0,86748,4,54442,0.5469490466918923,7.538830418794453,0,True,False,False,False
20,184791,4,374,820050,3,0,8,26183,14700,0,3,0,1,407644,3,234791,0.1115161995136099,2.0116768266506395,0,False,True,False,False
8,113501,0,417,817669,3,0,8,27445,73645,0,4,0,1,167491,0,113501,0.2418040369688373,4.881839132615289,0,True,False,False,False
38,22079,0,679,989839,2,0,22,1502,83396,1,3,0,0,70195,1,22079,0.0680284433171792,14.101074135278363,0,True,False,False,False
17,153789,2,589,95095,3,0,6,21665,17526,9,0,0,0,209767,2,173789,0.1246626656462722,0.4533341596430342,0,False,True,False,False
3,79676,3,739,523146,1,1,2,16198,49500,2,4,0,1,94846,1,109676,0.1476895583354608,5.51568315286725,0,True,False,False,False
24,179024,2,306,442118,3,0,25,21411,78049,0,2,0,1,107404,0,199024,0.1075799903529222,4.116363297798054,0,False,True,False,False
13,193532,3,495,863629,3,1,17,15867,83366,8,0,0,1,306286,2,223532,0.0709831254585473,2.8196723987632515,0,False,False,False,True
8,110397,1,720,964051,3,1,10,14266,90317,9,4,0,0,266320,2,120397,0.1184913245346644,3.619883524018008,0,False,True,False,False
25,92847,1,492,596298,3,0,6,39422,69117,7,4,1,1,76540,3,102847,0.3833072427975536,7.79056975999791,0,False,False,True,False
1,113607,4,447,467339,0,0,8,35208,66096,4,3,0,1,174361,4,163607,0.2151986161961285,2.680280106904027,0,False,True,False,False
19,169521,3,501,400067,0,0,0,43002,17910,1,0,0,1,344092,3,199521,0.2155261852135865,1.1626711383259758,0,False,False,True,False
27,184608,4,743,708250,0,1,28,31213,91383,4,2,0,1,326095,2,234608,0.1330432039828138,2.1719064324616064,0,True,False,False,False
6,84077,0,718,442670,2,0,13,7367,81185,5,2,0,1,16755,2,84077,0.087622060730045,26.418596323704943,0,False,True,False,False
7,58258,3,726,159162,2,1,19,13490,60248,0,0,0,0,257915,4,88258,0.1528473339527295,0.6171078955939143,0,False,False,True,False
34,199374,2,778,433071,1,0,5,35362,84656,3,0,0,0,385129,1,219374,0.1611950367864924,1.1244800456988548,0,False,True,False,False
13,179937,0,774,320170,0,1,6,38285,11951,8,1,0,1,89553,4,179937,0.2127689135641919,3.575161355160015,0,False,True,False,False
16,157717,0,425,377069,2,0,9,9219,75212,1,3,0,1,139962,3,157717,0.0584527983666947,2.694062002100555,0,False,True,False,False
35,139771,2,694,643130,3,0,6,6310,85701,4,0,0,0,361520,1,159771,0.0394940258244612,1.7789561325621472,0,False,False,False,True
3,58000,0,624,345809,3,1,25,36307,89888,0,0,0,1,261760,3,58000,0.6259827586206896,1.3210867929141468,0,False,False,True,False
1,46737,3,691,321421,0,0,1,29631,85282,3,1,0,0,22175,4,76737,0.3861370655615935,14.494092712842711,0,False,False,False,True
5,31485,4,739,223311,1,0,29,14744,51954,3,1,0,1,472943,1,81485,0.1809412775357427,0.4721721810616056,0,False,False,False,True
3,58565,0,503,490880,1,0,3,19867,99719,5,4,0,0,332831,4,58565,0.3392299154785281,1.474858186712816,0,False,False,True,False
28,176594,3,785,884440,3,0,20,18625,18804,9,2,0,0,352127,0,206594,0.0901526665827662,2.5117002908033443,0,False,True,False,False
17,139614,1,330,851115,1,0,29,6378,10595,8,3,0,1,486503,2,149614,0.0426297004291042,1.7494511864239557,0,False,False,False,True
25,85155,3,687,706030,0,0,27,19149,39592,2,4,1,0,230783,1,115155,0.166288914940732,3.05926754021076,0,False,False,False,True
33,72487,4,733,270283,3,0,16,42133,50643,8,0,0,1,160360,2,122487,0.3439793610750528,1.685465917523587,0,False,False,False,True
9,149948,3,675,723249,2,1,0,11422,72665,5,1,0,0,51629,0,179948,0.0634738924578211,14.008309122603135,0,False,True,False,False
35,32342,2,643,498828,2,1,9,27926,30823,6,2,0,1,121779,1,52342,0.5335294791945283,4.096140581376252,0,False,False,False,True
13,60806,4,742,749895,1,0,18,37679,15972,9,4,0,1,183872,2,110806,0.3400447629189755,4.078331239496826,0,True,False,False,False
30,68770,1,374,390686,3,0,14,33171,25882,1,2,0,1,173439,2,78770,0.4211120985146629,2.2525714944649446,0,False,False,True,False
14,98623,2,454,366463,3,0,9,13180,76394,9,1,0,0,476026,1,118623,0.1111083010883218,0.769836584899596,0,True,False,False,False
7,123177,3,729,295144,2,1,18,27301,81055,5,4,1,1,475970,2,153177,0.1782317188611867,0.6200881986507581,0,False,True,False,False
13,151026,4,662,928499,3,1,11,36931,33769,5,4,0,1,487544,2,201026,0.183712554594928,1.904437539098955,0,False,False,False,True
22,95629,1,747,726999,3,0,23,24014,35020,1,2,0,1,335657,1,105629,0.2273428698558161,2.165892068712797,0,False,False,True,False
20,140993,2,533,245784,3,1,15,49239,52748,1,1,0,0,87762,2,160993,0.3058455957712447,2.80054236979137,0,False,False,False,True
15,146944,1,561,984137,1,0,8,30936,95374,1,0,0,1,165094,2,156944,0.1971148944846569,5.961034555861777,0,False,True,False,False
17,125947,3,424,826505,3,0,14,14336,54912,9,4,0,0,205401,3,155947,0.0919286680731274,4.023841053154302,0,False,False,True,False
23,46399,1,544,381119,0,0,29,22200,22879,0,0,0,0,457630,3,56399,0.3936240004255394,0.832808529142475,0,True,False,False,False
25,148177,0,841,213244,1,0,26,5470,43798,4,1,0,0,399875,0,148177,0.0369153107432327,0.5332753153477579,0,False,False,True,False
24,129575,2,784,502413,3,1,27,30859,99826,7,4,0,1,62941,3,149575,0.2063112151094768,7.982158177369642,0,False,False,False,True
28,130904,1,421,151158,3,1,16,14953,56073,1,4,0,1,436146,3,140904,0.1061218985976267,0.3465758104492292,0,False,False,True,False
14,50678,3,424,848009,0,0,13,39044,85791,4,0,0,0,310617,0,80678,0.4839485361560772,2.730070375831407,0,False,True,False,False
0,96218,3,848,913731,1,1,26,38507,76983,7,3,0,1,191670,2,126218,0.3050832686304647,4.767184394091959,0,False,True,False,False
24,83230,1,469,856608,2,1,17,27433,53005,9,0,0,1,21040,2,93230,0.2942507776466802,40.71137303360106,0,False,False,True,False
6,94055,3,423,113972,2,0,25,25957,12850,4,0,0,0,74806,3,124055,0.2092378380557011,1.523547261619902,0,False,True,False,False
8,182552,4,334,956450,1,1,1,6523,38400,1,3,0,0,149358,0,232552,0.0280496405105094,6.403698471468074,0,False,True,False,False
23,92258,4,386,533007,3,0,3,21387,21953,2,1,0,1,205211,2,142258,0.1503395239635029,2.5973481082977603,0,False,True,False,False
0,59986,4,500,484219,3,0,17,47761,33535,5,1,0,0,117076,4,109986,0.4342461767861364,4.135902013204984,0,True,False,False,False
7,175232,0,668,332140,2,0,6,31169,85536,4,4,0,1,60916,1,175232,0.1778727629656683,5.452336786118817,0,False,False,False,True
23,105595,1,376,675210,2,0,12,45641,85039,3,2,0,0,153672,1,115595,0.3948354167567801,4.393810233417712,0,False,True,False,False
10,121358,0,358,923030,2,1,14,22990,91029,3,2,0,1,400507,1,121358,0.1894395095502562,2.304648096916916,0,False,False,True,False
16,84929,3,730,610219,0,0,24,29661,14055,4,4,1,1,411339,3,114929,0.258081076142662,1.4834905431030292,0,False,True,False,False
7,93506,0,799,698456,2,1,22,13419,48170,1,2,0,0,270955,1,93506,0.1435095074112891,2.5777469404626583,0,True,False,False,False
34,54911,3,408,216782,0,0,27,14457,38251,8,0,0,1,477099,1,84911,0.1702606258317532,0.454374345001048,0,False,False,True,False
34,107127,3,577,173099,1,0,21,2064,14532,1,0,0,1,36276,4,137127,0.0150517403574788,4.771590815117016,0,False,False,False,True
32,182893,2,367,608981,3,1,25,38083,14924,9,3,1,0,190217,2,202893,0.1876999206478291,3.201489869518132,0,False,False,True,False
4,133453,4,368,158944,2,0,0,10566,58037,1,3,0,1,444835,4,183453,0.0575951333584078,0.3573092105854742,0,False,False,True,False
38,104458,3,464,798943,3,1,10,33085,88082,9,4,1,1,348193,3,134458,0.2460619673057758,2.2945340815752138,0,False,False,True,False
27,32175,2,788,781862,3,1,9,31528,81621,8,4,1,1,206750,1,52175,0.6042740776233828,3.781660064522058,0,False,False,True,False
6,139235,4,604,853806,2,0,24,6130,87926,2,4,0,0,224854,2,189235,0.0323935846962771,3.797140379355585,0,False,True,False,False
8,74771,3,664,297572,2,0,4,40187,88816,9,0,0,0,227115,1,104771,0.383569880978515,1.310220327938146,0,False,False,False,True
7,147157,3,678,393615,1,0,15,2042,99654,6,2,1,0,424930,1,177157,0.0115264990940239,0.9263033292463952,0,False,True,False,False
11,141300,0,642,620201,0,0,10,4598,80400,3,4,0,0,191757,3,141300,0.0325406935598018,3.234290094806996,0,True,False,False,False
33,106925,0,653,960115,0,0,20,42982,20702,5,4,0,0,148266,1,106925,0.4019826981529109,6.4755812149702905,0,True,False,False,False
32,86358,4,715,247097,3,0,5,32886,25385,3,0,0,1,340206,0,136358,0.2411739685240323,0.7263136854914802,0,False,False,True,False
22,168399,3,408,880948,2,1,8,33477,19336,9,0,0,1,462253,2,198399,0.1687357295147657,1.9057660939656555,0,False,True,False,False
23,67057,1,796,662084,1,1,12,48625,75421,6,0,0,1,155434,2,77057,0.6310263830670803,4.2595554411812016,0,False,True,False,False
36,26150,0,640,338213,1,0,23,28716,41225,0,2,0,0,321643,0,26150,1.0981261950286807,1.0515134745246295,0,False,False,False,True
34,24425,4,682,954765,1,1,7,12601,46021,2,4,0,1,51281,3,74425,0.1693113873026537,18.61793611793612,0,False,False,False,True
21,36032,3,832,134811,1,1,13,36018,13782,2,1,0,0,461029,1,66032,0.5454628059122849,0.2924126412597879,0,False,False,False,True
26,22198,3,599,240121,1,0,23,8061,98877,0,1,0,1,311996,1,52198,0.1544312042606996,0.7696259899934935,0,False,True,False,False
34,171151,1,438,807180,0,0,0,8609,99630,5,4,0,0,267120,2,181151,0.0475238889103565,3.021776648035909,0,False,False,False,True
0,187292,4,658,430172,0,1,16,35371,59111,8,4,0,1,258693,3,237292,0.1490610724339632,1.6628603678477274,0,False,False,False,True
34,192946,3,798,613466,0,0,23,44814,99402,7,4,0,1,183908,3,222946,0.2010083159150646,3.335704071035132,0,False,False,False,True
36,164931,0,684,869253,2,1,4,17485,94585,6,4,0,0,9595,3,164931,0.1060140301095609,90.58493122134225,0,False,False,True,False
13,182491,1,579,504151,3,0,24,20805,52719,9,2,0,1,100930,1,192491,0.1080829753079364,4.995006489581992,0,True,False,False,False
2,138865,4,782,591287,1,1,1,7857,59037,7,1,1,1,151474,3,188865,0.0416011436740529,3.9035286350882985,0,True,False,False,False
0,159777,1,410,505738,2,1,24,11620,90103,5,3,0,0,266745,0,169777,0.0684427219234643,1.8959534538474805,0,False,True,False,False
4,193952,0,438,350856,1,1,27,8177,13513,8,1,0,1,201355,4,193952,0.0421599158554693,1.742466079977751,0,False,True,False,False
25,43236,4,734,245623,0,1,29,30111,23335,2,1,1,1,359820,3,93236,0.3229546527092539,0.6826255276929362,0,False,False,True,False
13,107955,1,808,745532,2,0,23,23042,54140,9,0,1,0,486347,4,117955,0.1953456826755966,1.5329188153338762,0,True,False,False,False
38,123145,2,572,345866,0,0,8,18645,90373,9,4,0,0,178795,1,143145,0.1302525411296238,1.9344168773350636,0,False,False,False,True
26,166430,0,398,847057,1,1,3,24405,87658,8,4,0,0,187394,3,166430,0.1466382262813194,4.520168627764882,0,False,False,False,True
8,114914,0,403,248237,1,1,16,11826,44840,3,4,0,0,182836,2,114914,0.1029117426945367,1.357695652411711,0,False,True,False,False
14,122870,0,513,581147,3,0,16,13890,41007,6,0,0,0,423127,1,122870,0.1130463091071864,1.3734543684180671,0,True,False,False,False
14,136243,2,464,685274,1,0,20,16892,66947,8,2,0,1,227360,0,156243,0.1081136434912284,3.014034948825876,0,False,True,False,False
25,34596,2,819,806942,0,1,17,46598,36393,1,2,0,0,286549,0,54596,0.8535057513370943,2.8160600244285465,0,False,True,False,False
12,184644,3,583,333983,1,1,15,9484,67480,1,3,0,0,63122,4,214644,0.0441847896982911,5.290987437225734,0,False,False,False,True
31,152351,1,816,339360,3,1,29,5495,98290,8,2,0,1,487972,4,162351,0.0338464191782003,0.69544831373867,0,False,False,False,True
38,131496,3,463,889385,3,1,7,28481,96335,2,2,0,1,235561,2,161496,0.17635730915936,3.7755877433541913,0,True,False,False,False
31,150273,1,363,527697,0,1,25,11267,19107,8,4,1,1,237661,2,160273,0.0702988026679478,2.2203675808501147,0,False,True,False,False
3,158155,2,390,503809,2,0,10,40166,15993,4,1,0,1,133909,0,178155,0.22545536190396,3.7622955716526025,0,False,False,True,False
29,140674,2,416,99522,1,1,20,6743,62066,5,2,1,1,270591,3,160674,0.0419669641634614,0.3677935785241248,0,True,False,False,False
36,140307,3,566,280233,3,0,20,37939,52942,1,2,1,0,189215,0,170307,0.2227682949027344,1.4810216894977168,0,False,True,False,False
22,168843,4,439,448102,1,0,17,48773,26138,7,0,0,1,461122,0,218843,0.2228675351736176,0.9717624148003896,0,True,False,False,False
38,181047,3,545,423393,1,0,22,49476,54527,8,3,0,0,15662,2,211047,0.2344311930517846,27.031411606971844,0,True,False,False,False
14,196720,1,694,57485,2,1,28,26569,19190,1,0,0,1,461217,4,206720,0.1285265092879257,0.1246373732161364,0,True,False,False,False
28,199357,3,786,474671,3,0,23,28552,88422,5,4,0,0,63282,2,229357,0.1244871532152931,7.500766398558855,0,False,False,True,False
35,39063,0,775,817344,1,0,9,45772,65698,5,1,0,1,403115,2,39063,1.1717482016230192,2.027565266573393,0,False,False,True,False
12,87642,1,816,984271,3,0,12,43730,92315,7,3,0,0,295726,2,97642,0.4478605518117203,3.328309555772723,0,False,False,False,True
31,110093,1,483,162701,0,0,16,28948,39086,9,0,1,0,72471,0,120093,0.2410465222785674,2.2450187658681973,0,False,False,False,True
6,188671,4,319,995957,0,1,17,10775,27322,4,2,0,0,128513,3,238671,0.045145828357865,7.749793796784786,0,False,True,False,False
21,179601,2,823,257352,1,1,9,3557,93569,8,2,0,0,178285,0,199601,0.0178205520012424,1.4434784559640128,0,True,False,False,False
27,55954,1,828,676926,3,0,15,3587,95610,0,3,0,0,112578,1,65954,0.054386390514601,6.012897609678537,0,False,True,False,False
1,47856,2,446,234514,1,0,19,16535,13435,8,2,0,0,343015,2,67856,0.2436777882574864,0.6836823938241948,0,False,False,False,True
5,22573,3,603,495093,3,1,4,954,63331,9,0,1,0,88205,2,52573,0.0181461967169459,5.612917488606217,0,False,False,True,False
27,55367,0,527,848658,3,1,12,46562,38942,6,0,0,0,341225,1,55367,0.8409702530388138,2.4870848059643755,0,False,False,False,True
27,119608,4,401,667693,2,1,17,23544,69635,3,2,0,0,372927,2,169608,0.1388142068770341,1.7904072636004804,0,False,True,False,False
19,80774,2,716,859020,2,0,16,33455,39059,2,2,0,0,239631,2,100774,0.3319804711532736,3.584746611470922,0,False,False,False,True
29,43752,1,515,260048,2,1,8,41269,67557,9,4,0,1,88805,2,53752,0.7677667807709481,2.9282706123460125,0,False,True,False,False
10,75029,2,706,737069,1,0,13,15138,62389,5,1,0,0,129698,1,95029,0.1592987403845142,5.682919683266641,0,False,True,False,False
27,168757,1,698,87019,2,0,16,42462,63014,0,3,0,0,173902,0,178757,0.2375403480702853,0.5003881474155133,0,False,True,False,False
24,150282,2,798,311497,2,1,28,3127,42826,2,0,0,1,405282,2,170282,0.0183636555830915,0.7685913300089073,0,False,True,False,False
38,71693,1,764,639421,0,0,3,23147,40297,1,3,1,0,15712,3,81693,0.2833412899514034,40.69375676191689,0,False,False,False,True
32,136739,3,381,950876,3,1,17,45528,53890,8,4,1,0,348671,1,166739,0.2730494965185109,2.727136104992658,0,False,True,False,False
0,75961,1,664,771818,3,0,26,11559,31322,2,0,0,1,396597,4,85961,0.134467956398832,1.946096551167681,0,False,True,False,False
26,146678,1,462,429747,2,1,19,47564,45739,1,4,0,1,131888,1,156678,0.303578039035474,3.258399108341105,0,True,False,False,False
12,94532,0,347,208598,3,0,23,3395,19719,3,4,0,0,237398,0,94532,0.0359137646511234,0.8786810390945202,0,False,True,False,False
2,101994,1,810,702873,0,0,23,25389,89553,1,2,0,1,201437,1,111994,0.2266996446238191,3.489277097667769,0,False,False,False,True
38,76133,0,628,495414,0,1,14,845,18314,0,3,0,0,92185,4,76133,0.0110989978064702,5.374069815373267,0,False,True,False,False
5,81268,4,415,819460,2,1,10,33932,85164,5,3,0,0,366995,3,131268,0.2584940731937715,2.232885372047652,0,False,False,True,False
7,189315,0,636,542750,0,1,11,45722,87028,9,2,0,0,429022,4,189315,0.2415128225444365,1.26508369015181,0,False,False,True,False
26,51653,3,446,879827,3,1,8,38672,46113,7,3,0,1,17210,1,81653,0.4736139517225332,51.12003950961594,0,False,True,False,False
8,177729,0,622,467247,1,0,12,13731,25357,9,2,0,0,41972,4,177729,0.0772580726836925,11.132084911728969,0,False,False,True,False
36,191024,4,742,518758,3,1,14,33122,30365,9,0,0,0,241966,1,241024,0.1374219994689325,2.1439204519624577,0,False,False,True,False
32,173252,3,312,700102,1,1,26,35585,49029,1,4,0,1,301280,3,203252,0.1750782280125165,2.323750916918093,0,False,False,False,True
23,141829,2,793,424743,2,0,14,3832,11737,8,4,0,0,442513,3,161829,0.0236793158210209,0.95984081859557,0,True,False,False,False
14,148377,2,586,75939,1,1,27,32332,84632,2,3,1,0,383589,0,168377,0.1920214756172161,0.1979691858494747,0,False,False,True,False
31,21622,0,413,987828,0,1,4,12467,95474,7,1,0,0,283089,3,21622,0.5765886596984553,3.4894485852555723,0,False,False,True,False
31,68756,0,779,203939,3,0,22,41025,88218,7,4,0,0,231273,2,68756,0.5966751992553377,0.8818068611257642,0,True,False,False,False
23,60809,4,321,836635,1,1,18,13107,37499,2,2,0,0,440693,4,110809,0.118284615870552,1.898448810285595,0,True,False,False,False
11,36725,4,648,984048,3,1,25,12458,56157,2,1,0,0,346324,4,86725,0.1436494667051023,2.8414004186818738,0,False,False,True,False
38,71226,1,619,983403,2,1,19,28666,66247,5,1,0,1,337597,1,81226,0.3529165538128185,2.912940834957553,0,False,True,False,False
1,101182,4,425,865495,2,1,25,43481,51034,0,4,0,0,352548,3,151182,0.287606990250162,2.45496370717262,0,False,False,True,False
2,49402,1,576,665168,0,1,24,2581,10294,3,4,0,0,475629,0,59402,0.0434497154977946,1.39849883312659,0,False,True,False,False
36,24263,3,503,578036,2,1,25,9582,34596,0,4,0,1,411440,0,54263,0.176584412951735,1.4049061712371884,0,False,True,False,False
16,197900,0,493,286094,1,0,25,8418,21434,2,2,0,0,8052,0,197900,0.0425366346639717,35.526387681609336,0,False,True,False,False
1,67924,3,846,429413,2,1,13,28091,68382,8,1,0,0,294416,2,97924,0.2868653241289163,1.458519718630378,0,True,False,False,False
1,94182,4,585,917196,0,0,27,29113,48098,4,3,0,1,308294,3,144182,0.2019184086779209,2.9750596020045736,0,False,False,True,False
27,162736,3,356,201956,3,0,16,18827,14655,4,2,0,1,232276,0,192736,0.0976828407770214,0.8694618924818213,0,False,False,True,False
22,55737,3,602,206255,3,0,17,14419,93029,3,0,0,1,153388,2,85737,0.1681770997352368,1.3446531367959893,0,False,False,False,True
36,121332,3,462,514462,2,0,20,11814,56228,2,4,0,1,451605,4,151332,0.0780667671080802,1.139183270372847,0,True,False,False,False
31,109563,4,318,944468,1,1,2,33804,13771,4,1,0,1,461548,1,159563,0.2118536252138653,2.046300609469417,0,False,False,False,True
32,180445,3,669,724619,0,1,1,10024,84099,3,2,0,1,143312,3,210445,0.0476323980137328,5.05619867004389,0,False,False,False,True
0,187469,1,563,741319,1,1,0,43700,66799,7,0,0,1,364239,3,197469,0.2213005585686867,2.03524873709642,0,False,True,False,False
18,148575,4,412,952957,0,0,9,7435,72257,3,2,0,0,335918,4,198575,0.0374417726299886,2.836865434822085,0,True,False,False,False
1,121371,3,787,476673,2,1,18,1548,27558,7,2,0,0,310319,3,151371,0.0102265295201855,1.536069218870843,0,False,False,False,True
25,58709,4,626,397823,0,1,16,5065,68436,5,3,1,0,398781,3,108709,0.0465922784682041,0.997595177314924,0,False,False,True,False
31,170322,2,841,175829,0,1,11,22880,42376,4,3,0,1,485514,3,190322,0.120217315917235,0.3621494701502528,0,False,False,False,True
5,41172,1,364,178216,2,0,0,3407,97458,3,2,0,0,469310,3,51172,0.0665793793480809,0.3797396609071596,0,True,False,False,False
31,31555,3,591,969607,1,0,11,33407,87924,3,0,0,1,21375,2,61555,0.5427178945658354,45.35960890718563,0,False,False,True,False
3,73276,2,324,640189,2,1,16,32940,39332,3,1,0,0,30710,2,93276,0.353145503666538,20.84559278434437,0,False,False,True,False
10,77492,2,848,817674,0,0,23,5666,56737,8,1,0,0,185967,1,97492,0.0581175891355188,4.396853222059709,0,False,False,True,False
16,109599,4,300,225607,2,0,2,37122,99031,3,4,0,0,259624,3,159599,0.2325954423273328,0.8689725565719788,0,False,True,False,False
37,175834,2,848,459319,0,1,10,25092,83970,8,4,0,0,474855,4,195834,0.1281289255185514,0.9672806071735432,0,False,False,True,False
23,31046,1,440,672334,2,0,16,10109,61952,9,1,0,1,151246,0,41046,0.2462846562393412,4.445271641751572,0,False,True,False,False
4,136021,1,487,402156,3,0,22,35654,30991,5,2,0,1,374170,1,146021,0.2441703590579437,1.0747920068631722,0,False,True,False,False
33,179841,0,427,652566,3,1,25,34932,37472,9,2,0,0,485545,0,179841,0.1942382437820074,1.3439838861817417,0,False,False,False,True
5,174222,1,500,324535,2,0,2,26505,69946,6,3,0,1,32597,0,184222,0.1438753243369413,9.955672127124364,0,False,False,False,True
21,24853,2,426,152476,1,0,7,36713,36849,9,3,0,1,341433,3,44853,0.8185182707957104,0.4465753264174042,0,False,False,True,False
10,140900,1,556,996405,0,0,19,43169,11541,2,4,0,0,436613,4,150900,0.2860768721007289,2.282118759361816,0,True,False,False,False
15,172864,4,846,432865,3,0,3,7746,12765,7,1,0,1,470070,0,222864,0.0347566228731423,0.9208502545360168,0,False,False,True,False
32,79129,0,493,671825,1,0,20,11975,53074,2,2,0,1,431285,0,79129,0.1513351615716109,1.557725036286826,0,False,False,False,True
8,134130,2,403,917591,0,0,21,40522,39283,0,1,1,1,90687,1,154130,0.262907934860183,10.118108239237827,0,False,False,True,False
5,183059,0,834,967472,3,0,6,15596,10769,9,0,0,1,123968,4,183059,0.085196575967311,7.80414458453323,0,False,False,False,True
15,166922,2,564,231429,3,0,13,37953,27806,4,1,0,0,45274,4,186922,0.2030419105295257,5.111628934290447,0,False,False,True,False
28,163184,4,683,267980,2,1,13,33861,12972,1,0,0,0,472453,0,213184,0.1588346217352146,0.5672086594673768,0,True,False,False,False
2,141789,0,559,553551,0,1,3,3880,28256,9,3,0,1,208570,4,141789,0.0273646051527269,2.6540170972954056,0,False,False,True,False
19,175130,3,713,871935,1,1,15,43454,28653,5,3,0,0,436413,1,205130,0.2118363964315312,1.997953777834808,0,True,False,False,False
